Field ,Area,Identification number,Days,Na,K,Mg,Ca,Sr,Ba,Cl,SO4
Dan ,Central,30,7637,23141.94000001,175,460,1634,272,1,40086,338
Dan ,Central,29,7638,16417.5,268,797,1078,138,1,28883,1420
Dan ,Central,8,7639,21540.17,137,367,1331,185,4,36877.00000001,102
Dan ,Central,20,7640,14270.98000001,286,830,758,80,1,24828,1746
Dan ,Central,90,7640,20738.39000001,296,670,1476,234,1,36512,713
Dan ,Central,28,7640,23429.94000001,209,497,1713,272,1,40771,390
Dan ,Central,120,7641,19349.66,238,612,1283,205,1,33713.00000001,805
Dan ,Central,27,7642,13922.42000001,333,993,649,64,1,24521.00000001,1857
Dan ,Central,108,7642,14958.51,303,894,909,98,1,26523,1544
Dan ,Central,20,7643,13641.89000001,284,824,748,80,1,23871,1677
Dan ,NW,117,7643,28132.15000001,198,398,1529,260,1,47303.00000001,513
Dan ,Central,8,7644,19824.05000001,134,353,1285,191,5,34127,77
Dan ,Central,8,7714,22058.47,117,397,1528,193,3,38116,82
Dan ,Central,12,7722,14188.66000001,289,933,683,70,1,24738,1916
Dan ,Central,29,7725,18245.71,249,830,1057,140,1,31633.00000001,1576
Dan ,NW,122,7729,24263.24,156,249,1166,176,1,40079,605
Dan ,Central,80,7742,17462.16,270,770,1188,151,1,30776,1214
Dan ,Central,40,7752,14433.06000001,270,737,660,78,1,24883,1386
Dan ,Central,49,7753,17271.9,190,555,774,114,1,29059,1159
Dan ,Central,42,7753,19609.82,169,399,913,141,1,32681.00000001,861
Dan ,Central,45,7753,26466.13000001,195,542,1359,225,1,44514.00000001,927
Dan ,Central,79,7754,22656.89000001,196,478,1029,161,1,37796,949
Dan ,Central,68,7754,25020.35000001,237,628,2010,222,1,43788,838
Dan ,Central,69,7754,25406.68,198,405,1250,216,1,42488,647
Dan ,Central,126,7755,14988.36,291,1021,737,76,1,26277.00000001,1990
Dan ,Central,70,7755,20627.92,215,623,914,132,1,34606,1317
Dan ,Central,9,7771,13180.2,279,924,674,62,1,23080,1975
Dan ,Central,130,7771,23926.13000001,177,458,1279,207,1,40336,710
Dan ,Central,133,7773,19105.68,151,389,841,141,1,31803,762
Dan ,Central,51,7773,24035.29000001,211,510,1096,182,1,40136,990
Dan ,Central,132,7775,16823.39,367,866,854,97,1,29114,1768
Dan ,NW,123,7775,24416.39,197,260,1360,174,1,40689.00000001,656
Dan ,Central,53,7776,16342.85000001,299,858,723,81,1,27943,1902
Dan ,Central,75,7777,26248.71,175,271,1172,185,1,43209.00000001,651
Dan ,Central,66,7778,11930.07000001,388,1185,579,31,1,21495,2413
Dan ,Central,67,7779,14425.81000001,337,992,937,85,1,25853.00000001,1820
Dan ,Central,72,7779,25069.42000001,233,490,1328,205,1,42206,878
Dan ,NW,117,7780,31640.62000001,203,467,1599,276,1,52977,627
Dan ,Central,54,7781,15328.34000001,309,952,690,75,1,26639,1846
Dan ,Central,88,7781,16040.97,284,827,799,97,1,27777.00000001,1555
Dan ,Central,56,7781,16162.05000001,202,524,803,106,1,27448,974
Dan ,Central,93,7781,16536.15,269,768,777,101,1,28429.00000001,1407
Dan ,Central,90,7781,20969.55,267,695,1261,190,1,36312,966
Dan ,Central,108,7782,14978.62,330,972,817,76,1,26381.00000001,1875
Dan ,NW,125,7782,24981.07,174,268,1453,171,1,41760,609
Dan ,Central,44,7783,13229.5,339,999,902,76,1,23802,2033
Dan ,Central,120,7783,20733.13,216,607,1218,189,1,35645.00000001,860
Dan ,Central,110,7783,20735.81,242,578,117,161,3,33761.00000001,666
Dan ,NW,115,7783,22716.12000001,195,248,1157,173,1,37706,604
Dan ,Central,114,7784,20373.91000001,244,702,1361,190,1,35655,850
Dan ,Central,121,7784,21415.51000001,143,217,1375,157,1,35944,590
Dan ,Central,43,7784,23421.48000001,218,504,1191,187,1,39488,803
Dan ,Central,112,7784,27044.79000001,188,493,1558,241,1,45901.00000001,551
Dan ,Central,50,7785,12481.06000001,384,1059,556,39,1,22111,2181
Dan ,NW,124,7785,29246.59000001,208,286,1598,182,1,48599.00000001,736
Dan ,Central,52,7787,17917.72,284,716,873,112,1,30622,1380
Dan ,Central,8,7789,21719.92,139,332,1182,176,1,36786,95
Dan ,Central,30,7791,21790.77000001,189,535,1496,246,1,37805.00000001,557
Dan ,Central,20,7794,13770.11,288,829,749,74,1,24070,1696
Dan ,Central,28,7804,24411.25000001,223,496,1688,279,1,42211,452
Dan ,Central,46,7809,16982.77000001,260,736,877,127,1,29430,1116
Dan ,Central,126,7811,16273.78000001,291,871,1052,120,1,28817.00000001,1448
Dan ,Central,13,7824,14625.2,238,409,9724,101,1,40717.00000001,767
Dan ,Central,49,7842,16157.30000001,227,542,761,110,1,27331,1128
Dan ,NW,123,7842,23561.27,190,243,1246,166,1,39124,630
Dan ,Central,132,7844,15447.01000001,298,814,816,102,1,26844,1589
Dan ,Central,70,7844,20378.47,241,579,928,133,1,34226,1203
Dan ,Central,51,7845,23366.79,209,459,1168,189,1,39159,892
Dan ,Central,66,7849,11581.43,361,1162,614,35,1,21059,2239
Dan ,Central,130,7849,22568.93000001,207,472,1255,208,1,38230,761
Dan ,Central,72,7849,24292.24,189,469,1206,199,1,40696,862
Dan ,Central,75,7849,25237.55,170,265,1108,199,1,41542,627
Dan ,Central,12,7850,14057.37,300,919,679,64,1,24440,1987
Dan ,Central,21,7850,14134.88,297,909,814,88,1,24994,1706
Dan ,Central,9,7858,12771.93,318,921,697,61,1,22481.00000001,2023
Dan ,Central,53,7858,14792.02000001,291,881,720,83,1,25681.00000001,1800
Dan ,Central,23,7860,24265.58,201,521,1339,207,1,41090,821
Dan ,Central,69,7863,23972.68000001,187,388,1200,206,1,40142,615
Dan ,Central,27,7864,14104.32,318,964,607,56,1,24553.00000001,1951
Dan ,Central,45,7864,24775.98000001,207,517,1284,205,1,41723,888
Dan ,Central,79,7865,18240.59,229,572,902,123,1,30891,1135
Dan ,Central,52,7866,17123.38,249,657,815,111,1,29120,1337
Dan ,Central,131,7868,19493.24,240,649,1254,175,1,33801.00000001,1032
Dan ,Central,67,7873,14425.08,289,828,691,75,1,24909.00000001,1788
Dan ,Central,120,7873,20064.29000001,223,598,1240,201,1,34617.00000001,893
Dan ,NW,115,7873,22110.16,181,291,1081,156,1,36648,722
Dan ,Central,110,7874,17511.56,241,663,1074,137,3,30485.00000001,966
Dan ,Central,114,7874,21284.17,227,623,1344,196,1,36855,760
Dan ,Central,30,7875,22671.35000001,187,490,1466,228,1,39009.00000001,495
Dan ,NW,125,7875,24486.92000001,170,252,1175,165,1,40455,602
Dan ,Central,93,7876,14511.28,256,716,696,85,1,25019,1359
Dan ,Central,29,7876,18024.2,271,767,1083,136,1,31283,1423
Dan ,Central,31,7877,14881.05,238,668,655,84,1,25427,1268
Dan ,Central,40,7880,16559.06,242,624,806,98,1,28136,1315
Dan ,Central,42,7880,18090.48,192,406,949,124,1,30394,906
Dan ,Central,112,7880,26433.88,162,398,1430,242,3,44508,449
Dan ,NW,124,7881,26329.35,188,263,1222,164,1,43389.00000001,657
Dan ,Central,50,7882,12902.69000001,334,987,547,41,1,22479,2198
Dan ,Central,43,7882,26581.88,204,451,1367,216,1,44643,655
Dan ,Central,44,7883,12865.49000001,302,916,945,72,1,23133.00000001,1903
Dan ,Central,20,7884,13714.19,286,784,748,80,1,23923,1602
Dan ,Central,54,7884,14636.58000001,283,866,702,69,1,25400,1728
Dan ,Central,133,7884,17389.62000001,153,372,803,125,1,29058,719
Dan ,Central,130,7886,22165.35000001,197,468,1262,180,1,37576,761
Dan ,Central,69,7886,23624.03000001,188,401,1254,196,1,39714,637
Dan ,Central,68,7894,18560.01,365,729,7116,128,1,43021.00000001,1070
Dan ,Central,131,7896,20483.24,243,674,1291,170,1,35433.00000001,1077
Dan ,Central,28,7897,24093.4,228,502,1713,292,1,41818,424
Dan ,Central,110,7903,18295.05,239,665,1082,136,1,31736,931
Dan ,Central,88,7904,15856.35,275,792,780,98,1,27402,1483
Dan ,Central,90,7905,23538.26000001,193,345,1202,159,1,39228,735
Dan ,Central,56,7906,15910.05000001,229,611,764,96,1,27095,1198
Dan ,NW,122,7906,22633.4,155,227,1112,163,1,37395,601
Dan ,Central,121,7907,20929.54,147,216,1069,156,1,34672,563
Dan ,NW,117,7907,28862.19,200,478,1472,248,1,48446,660
Dan ,Central,9,7908,12700.3,357,945,691,53,1,22456,2027
Dan ,Central,132,7914,16268.54,289,830,816,92,1,28087,1664
Dan ,Central,126,7915,14197.05,316,1009,737,75,1,25115,1892
Dan ,Central,46,7917,17353.27,266,769,888,119,1,30045.00000001,1213
Dan ,Central,8,7918,21331.41000001,158,373,1300,190,1,36540,100
Dan ,Central,13,7927,28587.6,161,408,2022,281,1,48958,423
Dan ,NW,123,7934,24050.21,169,242,1187,163,1,39749.00000001,631
Dan ,Central,50,7935,12620.49,328,996,550,34,1,22217.00000001,1991
Dan ,Central,93,7935,14747.42,258,752,736,83,1,25556,1364
Dan ,NW,124,7938,21769.74,150,213,1026,159,1,35878,578
Dan ,Central,72,7939,24764.37000001,192,462,1207,192,1,41392,877
Dan ,Central,79,7940,19180.09,223,567,891,122,1,32300,1136
Dan ,Central,43,7940,25651.88000001,207,456,1378,222,1,43284,608
Dan ,Central,112,7940,27641.77,161,382,1516,258,1,46586.00000001,317
Dan ,Central,66,7941,11640.53,356,1112,588,34,1,20952,2240
Dan ,NW,125,7944,24613.02,172,254,1250,165,1,40796,594
Dan ,Central,52,7946,17606.01,250,668,841,105,1,29951,1321
Dan ,Central,80,7948,17946.58,264,743,1216,154,1,31552,1132
Dan ,Central,114,7948,21343.11,214,603,1388,201,1,37022,673
Dan ,Central,44,7949,14478.45000001,292,893,1094,90,1,25997.00000001,1670
Dan ,Central,51,7949,20324.84,235,598,1023,145,1,34403,1160
Dan ,Central,108,7965,14804.79,317,936,896,76,1,26228,1750
Dan ,Central,110,7965,17542.67,244,647,1079,130,1,30552,883
Dan ,NW,115,7965,22031.52,175,272,1129,170,1,36650,603
Dan ,Central,49,7966,17215.16,222,538,860,120,1,29162,1086
Dan ,Central,120,7966,19429.58,213,611,1243,190,1,33724,810
Dan ,Central,45,7966,23783.24,225,553,1333,199,1,40355,941
Dan ,Central,40,7967,14673.15,263,705,685,81,1,25264,1300
Dan ,Central,53,7967,18018.10000001,215,543,845,121,1,30335,1152
Dan ,Central,42,7968,17862.37000001,199,435,924,131,1,30107,889
Dan ,Central,21,8030,14289.88,287,834,920,93,1,25355,1492
Dan ,Central,68,8034,21475.96,227,575,1565,186,1,37391,764
Dan ,Central,27,8047,13490.39000001,307,928,644,56,1,23731,1714
Dan ,Central,52,8056,16710.18000001,244,622,724,103,1,28213.00000001,1330
Dan ,Central,72,8056,23156.05000001,191,442,1077,184,1,38655,821
Dan ,Central,70,8058,19348.28,206,577,982,128,1,32763,1104
Dan ,Central,79,8058,20141.89000001,176,497,1028,140,1,33909.00000001,981
Dan ,NW,125,8058,24318.54,135,248,1268,152,1,40319,584
Dan ,Central,108,8059,20164.3,231,394,1117,132,1,33812,1024
Dan ,Central,131,8060,19819.11,267,457,1268,162,1,33750,1075
Dan ,Central,69,8060,23353.93,197,301,1194,183,1,38903,628
Dan ,Central,53,8062,16645.30000001,227,539,749,113,1,28084,1091
Dan ,Central,110,8063,16156.61000001,244,646,852,117,1,27893.00000001,1024
Dan ,Central,42,8063,17898.49,203,325,911,128,1,29858,837
Dan ,Central,23,8066,23632.30000001,197,520,1340,204,1,40146,766
Dan ,Central,30,8067,13947.42,339,613,653,59,1,23514,1781
Dan ,Central,126,8075,16505.14000001,254,720,820,122,1,28455,1225
Dan ,NW,115,8075,21652.04,168,225,907,155,1,35505.00000001,617
Dan ,Central,133,8076,15330.81,247,635,756,105,1,26305.00000001,1165
Dan ,Central,13,8080,28011.35000001,165,308,1600,277,1,47037.00000001,413
Dan ,Central,12,8083,13036.25,342,599,665,53,1,21949,1966
Dan ,Central,54,8086,11825.56,333,994,498,33,1,20816,2099
Dan ,Central,56,8086,15159.41000001,211,514,678,92,1,25558,1094
Dan ,Central,121,8086,19746.83,155,223,876,154,1,32525.00000001,571
Dan ,Central,93,8087,14065.6,257,710,637,83,1,24201.00000001,1369
Dan ,Central,90,8087,22695.87000001,230,524,1397,238,1,39143,398
Dan ,Central,43,8087,25169.80000001,207,431,1152,210,1,42040,631
Dan ,NW,117,8087,25814.4,201,442,1200,225,1,43158,632
Dan ,Central,66,8088,12057.09000001,353,1038,573,36,1,21374,2209
Dan ,Central,50,8088,12859.53,322,880,583,54,1,22419,1852
Dan ,Central,88,8088,15812.81,266,703,737,107,1,27173.00000001,1246
Dan ,Central,51,8088,20194.63,222,517,935,156,1,33922,1004
Dan ,NW,122,8088,20797.57000001,161,216,910,157,1,34207,554
Dan ,NW,123,8088,22821.13,176,240,977,149,1,37490,603
Dan ,Central,44,8089,12300.43,311,911,746,63,1,21880,1923
Dan ,Central,49,8089,15935.61,215,516,698,100,1,26820,1077
Dan ,Central,46,8089,16489.47,257,679,783,118,1,28387,1033
Dan ,Central,114,8089,21681.72,209,545,1239,200,1,37177.00000001,577
Dan ,Central,40,8090,13619.9,253,680,598,76,1,23387,1315
Dan ,Central,119,8090,16227.29,165,361,743,121,1,27242,572
Dan ,Central,120,8090,19561.47,210,562,1062,178,1,33467,789
Dan ,Central,45,8090,22426.86,218,520,1081,179,1,37680,963
Dan ,Central,132,8093,14879.73000001,270,748,699,84,1,25481.00000001,1653
Dan ,Central,130,8093,21110.93000001,209,467,1031,161,1,35470,845
Dan ,Central,67,8094,14278.51,297,808,827,87,1,25070,1534
Dan ,Central,80,8095,17042.3,268,668,974,129,1,29441.00000001,1201
Dan ,Central,112,8097,23784.55,176,304,1155,205,1,39654,428
Dan ,Central,72,8123,21951.01000001,193,453,1186,179,1,37032,802
Dan ,Central,110,8126,17375.44,222,560,864,118,1,29417.00000001,1170
Dan ,Central,68,8127,20894.52,221,529,1374,172,1,36016,748
Dan ,NW,115,8128,19359.35000001,155,236,1102,150,1,32384,541
Dan ,Central,31,8129,13955.59000001,224,603,722,86,1,23644,1636
Dan ,Central,42,8147,16385.02,198,412,831,113,1,27589.00000001,876
Dan ,Central,108,8148,14411.39,282,828,1058,108,1,25916,1304
Dan ,Central,110,8148,15322.6,230,670,972,125,1,26939,947
Dan ,Central,53,8148,16133.83000001,215,562,827,113,1,27449.00000001,1145
Dan ,Central,45,8148,21540.93000001,218,558,1222,150,1,36615,1010
Dan ,NW,117,8149,27513.57,191,468,1501,221,1,46338.00000001,685
Dan ,Central,44,8150,13241.85,319,963,953,71,1,24008,1730
Dan ,Central,50,8150,14044.14,333,927,641,55,1,24499,1851
Dan ,Central,90,8150,20533.7,257,634,1408,197,1,35922,690
Dan ,Central,52,8151,16114.6,237,647,829,103,1,27604,1252
Dan ,Central,70,8152,17795.92,218,572,924,130,1,30294,1061
Dan ,Central,79,8152,19132.87000001,200,467,990,148,1,32313.00000001,862
Dan ,Central,112,8153,28058.74,171,380,1963,226,1,47917.00000001,427
Dan ,Central,133,8154,18462.76,167,380,848,122,1,30827,720
Dan ,Central,67,8155,15364.79,296,882,973,84,1,27184,1580
Dan ,Central,80,8155,18103.61,260,770,1134,121,1,31515,1379
Dan ,Central,66,8161,12640.22,364,1180,615,27,1,22661.00000001,2351
Dan ,Central,40,8175,15659.66,248,690,711,80,1,26838,1214
Dan ,Central,51,8176,21292.53000001,229,618,1071,134,1,35948,1265
Dan ,Central,132,8177,15170.09,288,840,846,72,1,26405.00000001,1734
Dan ,Central,121,8178,21055.83,154,287,961,140,1,34739,749
Dan ,NW,122,8178,22550.79,144,216,1014,152,1,37037.00000001,609
Dan ,NW,123,8178,24104.33,157,226,1048,141,1,39505.00000001,639
Dan ,Central,43,8178,26882.48,216,479,1429,207,1,45280,685
Dan ,Central,56,8179,15691.51000001,216,589,770,83,1,26658,1230
Dan ,Central,119,8179,17495.85,147,353,804,122,1,29255,591
Dan ,Central,93,8180,14765.30000001,250,767,706,78,1,25489.00000001,1464
Dan ,Central,88,8180,16707.19000001,254,740,832,99,1,28785.00000001,1283
Dan ,Central,130,8180,21497.34,219,554,1138,145,1,36325.00000001,1090
Dan ,Central,69,8180,24023.04,184,375,1174,175,1,40062,677
Dan ,Central,46,8181,17957.72,243,726,889,108,1,30859,1166
Dan ,Central,54,8183,13729.57000001,318,1009,639,40,1,24132,1975
Dan ,Central,120,8183,19415.17,211,617,1102,144,1,33327,950
Dan ,Central,131,8183,20748.7,240,721,1784,152,1,36738,1209
Dan ,Central,114,8183,25109.29,190,436,1513,191,1,42588,606
Dan ,Central,126,8184,18677.45,246,726,1102,130,1,32355,1183
Dan ,Central,68,8184,22452.47,226,584,1554,208,1,38902,791
Dan ,Central,30,8208,22646.67000001,180,499,1584,247,1,39244,456
Dan ,Central,52,8210,17298.87000001,250,686,808,100,1,29416,1390
Dan ,Central,66,8212,11529.23000001,359,1142,583,32,1,20957,2109
Dan ,Central,70,8212,19457.03000001,243,619,915,124,1,32867,1237
Dan ,Central,72,8212,24205.48000001,201,501,1288,197,1,40779,904
Dan ,NW,117,8212,26289.31,201,496,1428,241,1,44427,684
Dan ,Central,42,8214,18071.29,200,459,903,121,1,30399,965
Dan ,Central,45,8214,22299.55,220,545,1189,176,1,37705.00000001,1020
Dan ,Central,23,8216,24979.02000001,207,538,1398,214,1,42352,827
Dan ,Central,28,8218,22246.28000001,199,505,1649,248,1,38793.00000001,434
Dan ,Central,90,8219,24228.78000001,223,572,1698,274,1,42117.00000001,517
Dan ,Central,40,8221,15448.3,239,702,667,76,1,26351,1358
Dan ,Central,79,8223,19962.41,220,531,990,137,1,33678,1013
Dan ,NW,123,8223,24173.29,172,244,1119,161,1,39827,629
Dan ,Central,112,8233,28436.27,163,392,1690,271,1,48105,394
Dan ,Central,67,8238,15824.7,291,827,901,97,1,27659,1516
Dan ,Central,80,8238,16843.13,267,790,1124,138,1,29691,1297
Dan ,Central,46,8238,18138.64,240,713,912,113,1,31129.00000001,1184
Dan ,NW,115,8238,22448.29000001,156,230,1047,164,1,37018,583
Dan ,NW,107,8238,27118.18000001,207,312,2045,168,1,46169.00000001,736
Dan ,Central,49,8239,17040.37000001,205,519,823,106,1,28717.00000001,1123
Dan ,Central,110,8239,17341.33,242,692,949,131,1,29967,1119
Dan ,NW,98,8239,29876.38,243,280,1592,176,1,49581.00000001,721
Dan ,Central,50,8240,12453.05,336,1030,516,34,1,21880,2160
Dan ,Central,108,8240,15270.91,289,874,868,87,1,26817.00000001,1592
Dan ,Central,133,8240,16960.77000001,165,380,769,122,1,28350,743
Dan ,Central,53,8240,18723.68,221,562,783,111,1,31288,1259
Dan ,Central,44,8241,13320,295,919,767,64,1,23499,1925
Dan ,Central,56,8241,15694.15000001,210,556,747,85,1,26740,934
Dan ,Central,43,8259,27368.78000001,193,454,1319,207,1,45784,628
Dan ,Central,9,8288,12797.38000001,321,1025,661,49,1,22658,2152
Dan ,Central,31,8289,15507.17000001,231,650,696,83,1,26742,814
Dan ,NW,107,8299,26365.53000001,204,311,1387,157,1,43824,741
Dan ,NW,98,8299,28679.09000001,198,273,1589,162,1,47686,679
Dan ,Central,108,8300,16991.94000001,274,818,1162,109,1,29975,1402
Dan ,Central,110,8300,17512.59,240,679,981,121,1,30246,1111
Dan ,Central,120,8300,20493.33,252,389,771,183,1,33918,801
Dan ,Central,118,8301,17713.49,227,280,577,119,1,29035,606
Dan ,NW,115,8301,22807.41000001,225,214,692,161,1,37001.00000001,524
Dan ,Central,114,8301,24663.30000001,241,345,934,240,1,40816,442
Dan ,Central,121,8302,20374.83,231,256,652,136,1,33103,768
Dan ,NW,122,8302,21451.04,147,215,976,159,1,35314,560
Dan ,Central,112,8302,28158.1,230,289,998,278,1,46279,309
Dan ,Central,88,8303,15715.25000001,253,722,801,111,1,27230,1182
Dan ,NW,123,8303,24077.91000001,165,232,1050,159,1,39519,623
Dan ,Central,93,8304,15324.12,266,772,717,83,1,26385.00000001,1490
Dan ,Central,90,8304,19758.45000001,226,607,1199,192,1,34188,766
Dan ,Central,44,8308,13888.83,277,854,848,69,1,24364,1863
Dan ,Central,132,8308,15534.67,266,767,732,64,1,26478,1799
Dan ,Central,50,8309,10957.49000001,327,1026,479,25,1,19564,2045
Dan ,Central,52,8309,17590.64,244,656,790,95,1,29653.00000001,1504
Dan ,Central,51,8309,20006.13,200,495,991,153,1,33659,983
Dan ,Central,66,8310,12628.92,342,1057,596,33,1,22333.00000001,2219
Dan ,Central,70,8310,21134.8,227,562,908,132,1,35294,1204
Dan ,Central,69,8310,23370.71000001,264,403,1179,190,1,39216,697
Dan ,Central,54,8311,12545.67000001,319,1050,638,44,1,22523,1845
Dan ,Central,130,8311,19619.30000001,238,625,995,133,1,33272,1247
Dan ,Central,79,8311,19831.33,220,547,880,118,1,33171,1204
Dan ,Central,131,8311,20658.23000001,223,652,1410,161,1,35878,1004
Dan ,NW,117,8311,25988.85000001,188,466,1338,233,1,43692,692
Dan ,Central,126,8312,15932.78,314,887,829,98,1,27976,1407
Dan ,Central,133,8313,17775.29,168,398,841,126,1,29811,719
Dan ,Central,53,8313,18035,229,621,840,110,1,30510,1252
Dan ,Central,68,8313,21239.27,193,496,1300,160,1,36372,631
Dan ,Central,45,8314,21536.83,212,544,1244,181,1,36707,901
Dan ,Central,20,8315,13803.52,270,826,747,72,1,24092,1695
Dan ,Central,12,8316,13376.42000001,316,982,674,50,1,23526,2043
Dan ,Central,21,8316,15256.39000001,286,880,897,92,1,26850,1612
Dan ,Central,29,8318,18921.96,256,736,1148,148,1,32832,1230
Dan ,Central,27,8319,14783.51000001,275,864,746,85,1,25973.00000001,1365
Dan ,Central,119,8343,16134.85000001,138,328,698,99,1,26886,565
Dan ,Central,40,8344,13841.81000001,243,671,666,77,1,23944,1141
Dan ,Central,114,8344,15451.96,243,671,666,65,1,26367,1212
Dan ,Central,42,8344,17348.03,180,404,782,95,1,28901.00000001,921
Dan ,Central,43,8345,23981.57,200,460,1318,205,1,40589.00000001,611
Dan ,Central,67,8346,14615.57000001,296,849,953,84,1,26003,1435
Dan ,Central,80,8346,16084.14,271,790,1168,134,1,28657.00000001,1217
Dan ,Central,68,8346,19695.53,218,549,1363,176,1,34213.00000001,737
Dan ,Central,56,8347,14864.17,204,524,736,86,1,25257.00000001,1048
Dan ,Central,46,8347,16631.72,242,685,857,111,1,28738,1030
Dan ,NW,106,8361,23821.31,207,292,3853,102,1,44214,676
Dan ,Central,133,8394,17555.78000001,161,372,798,123,1,29082,1029
Dan ,Central,42,8394,17879.56,190,447,851,121,1,29938,1004
Dan ,Central,68,8394,22606.65,213,535,1422,199,1,38298,1394
Dan ,Central,40,8395,14518.58000001,227,661,640,73,1,24809.00000001,1258
Dan ,Central,132,8395,14665.2,278,831,762,75,1,25410,1780
Dan ,Central,49,8395,16136.16,199,531,761,91,1,27232,1119
Dan ,Central,52,8395,17345.45,240,668,800,101,1,29367,1452
Dan ,Central,29,8395,19307,240,690,1180,124,1,33370,1155
Dan ,Central,50,8396,12149.85,330,1023,510,32,1,21399,2126
Dan ,Central,51,8396,21837.47,210,508,1083,167,1,36687,1010
Dan ,Central,54,8397,14345.79,316,1006,719,33,1,25440,1662
Dan ,Central,21,8397,16228.51,285,839,956,70,1,28343,1576
Dan ,Central,44,8398,13572.98000001,286,895,909,61,1,24390,1479
Dan ,Central,30,8398,23621.46,189,493,1547,168,1,40552,534
Dan ,Central,69,8399,23384.04,174,365,1109,119,1,38854,708
Dan ,Central,15,8400,29524.46000001,159,400,1675,214,1,49702,434
Dan ,Central,12,8402,13245.59000001,322,998,652,41,1,23296,2089
Dan ,Central,79,8408,19423.77,221,535,950,99,1,32728,1053
Dan ,Central,130,8408,19822.46,232,640,1052,108,1,33746,1191
Dan ,Central,70,8408,20680.45000001,223,584,969,90,1,34839,1053
Dan ,Central,66,8409,13518.14,278,868,499,20,1,23000,2101
Dan ,Central,126,8409,17438.17,251,782,995,79,1,30350,1223
Dan ,Central,131,8409,21257.46000001,219,618,1365,123,1,36602,987
Dan ,Central,46,8410,17477.41000001,240,731,877,83,1,30125.00000001,1116
Dan ,NW,106,8421,25572.72,170,254,2400,89,1,44216,640
Dan ,NW,107,8421,27638.02000001,180,279,1194,111,1,45273.00000001,769
Dan ,NW,98,8423,28921.46,236,300,1493,155,1,47992,687
Dan ,Central,110,8424,16524.52,227,641,700,49,1,27807,1429
Dan ,Central,108,8427,15403.57000001,285,855,821,49,1,26748,1728
Dan ,Central,28,8451,24346.12000001,214,535,1713,259,1,42194,520
Dan ,Central,121,8452,20547.92,143,253,945,113,1,33865.00000001,655
Dan ,NW,122,8452,21878.16,147,210,1017,123,1,35988,579
Dan ,NW,117,8452,26670.23000001,181,477,1296,166,1,44538.00000001,831
Dan ,Central,93,8454,14344.82000001,282,811,681,54,1,24897.00000001,1514
Dan ,Central,90,8454,22057.30000001,211,538,1519,176,1,38312,445
Dan ,NW,123,8454,23685.33000001,174,260,1106,119,1,39055,643
Dan ,Central,114,8455,23371.57000001,196,560,1515,156,1,40288,553
Dan ,Central,112,8455,29013.65000001,152,367,1621,206,1,48793,320
Dan ,Central,119,8456,18078.14,157,359,813,102,1,30135,652
Dan ,Central,120,8456,19760.64,200,587,1193,144,1,34025.00000001,813
Dan ,NW,115,8456,23503.33,142,239,1003,116,1,38538,590
Dan ,Central,23,8458,25301.59000001,205,554,1452,221,1,42968,865
Dan ,Central,31,8482,15325.86000001,252,718,740,104,1,26837.00000001,730
Dan ,Central,66,8483,12742.79,391,1176,706,54,1,23084,2258
Dan ,Central,70,8484,21286.53000001,250,634,1032,148,1,35958,1250
Dan ,Central,69,8484,23642.3,215,452,1290,196,1,39893.00000001,754
Dan ,Central,130,8485,17679.19000001,302,865,960,120,1,30642,1683
Dan ,Central,42,8485,18686.01,218,494,941,130,1,31473.00000001,1057
Dan ,Central,79,8485,21173.56,232,547,1059,156,1,35716,1049
Dan ,Central,30,8485,23758.18000001,188,537,1688,262,1,41235,509
Dan ,Central,9,8486,13267.63,350,1054,813,78,1,23900,2000
Dan ,Central,45,8486,23974.38,246,629,1369,201,1,40819,1127
Dan ,Central,43,8486,26737.64000001,225,506,1439,235,1,45161.00000001,716
Dan ,Central,68,8487,23382.31,241,590,1657,213,1,40523,834
Dan ,Central,21,8488,15482.04,295,917,958,109,1,27409.00000001,1649
Dan ,Central,132,8488,15539.93,373,913,865,90,1,27172,1927
Dan ,Central,131,8488,21727.89000001,252,684,1465,200,1,37769.00000001,1016
Dan ,Central,20,8489,13910.41,283,881,782,82,1,24399,1831
Dan ,Central,52,8489,18065.48,278,761,903,118,1,30915,1541
Dan ,Central,51,8489,22553.31,233,577,1162,174,1,38069.00000001,1133
Dan ,Central,126,8490,17996.72,277,836,987,134,1,30694,2210
Dan ,Central,133,8491,18596.3,190,427,864,139,1,31215,745
Dan ,Central,29,8491,18900.64,263,764,1210,167,1,32991,1259
Dan ,Central,54,8492,12849.27,357,1155,586,49,1,22958,2233
Dan ,Central,44,8492,14093.5,312,968,961,99,1,25304,1816
Dan ,Central,56,8492,15541.18,252,683,797,97,1,26706,1347
Dan ,Central,12,8495,13645.23,317,1017,743,68,1,24169.00000001,2059
Dan ,Central,27,8497,15707.53,330,938,793,95,1,27583,1600
Dan ,Central,110,8504,15761.18,291,872,900,106,1,27695,1520
Dan ,NW,98,8504,28742.42,222,343,1334,197,1,47533.00000001,752
Dan ,Central,13,8506,30309.27000001,177,436,1758,308,1,51244,453
Dan ,Central,108,8511,16954.61000001,281,881,1285,129,1,30293.00000001,1468
Dan ,NW,107,8511,27626.88,212,324,1236,178,1,45534,784
Dan ,Central,88,8513,16942.73,283,802,896,130,1,29533.00000001,1231
